Age,SibSp,Parch,Embarked,Fare,passenger_class,passenger_sex,passenger_survived,total_family,with_family,age_range,fare_range
13.0,0,1,1,19.5,2,2,1,1,1.0,3,3
34.0,0,0,1,26.55,3,1,1,0,0.0,4,3
5.0,2,1,2,19.2583,1,2,1,3,1.0,2,3
52.0,0,0,1,30.5,3,1,1,0,0.0,5,3
36.0,1,2,1,27.75,2,1,0,3,1.0,4,3
29.69911764705882,1,0,1,19.9667,1,1,0,1,1.0,4,3
30.0,0,0,2,27.75,3,1,0,0,0.0,4,3
49.0,1,0,2,89.1042,3,1,1,1,1.0,5,4
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
29.0,0,0,2,7.8958,1,1,1,0,0.0,4,1
65.0,0,0,1,26.55,3,1,0,0,0.0,5,3
29.69911764705882,1,0,1,51.8625,3,2,1,1,1.0,4,4
50.0,0,0,1,10.5,2,2,1,0,0.0,5,2
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
48.0,0,0,1,26.55,3,1,1,0,0.0,5,3
34.0,0,0,1,8.05,1,1,0,0,0.0,4,2
47.0,0,0,1,38.5,3,1,0,0,0.0,5,4
48.0,0,0,1,13.0,2,1,0,0,0.0,5,2
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
38.0,0,0,1,7.05,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,0.0,2,1,0,0,0.0,4,1
56.0,0,0,1,26.55,3,1,0,0,0.0,5,3
29.69911764705882,0,0,3,7.725,1,1,0,0,0.0,4,1
0.75,2,1,2,19.2583,1,2,1,3,1.0,1,3
29.69911764705882,0,0,1,7.25,1,1,0,0,0.0,4,1
38.0,0,0,1,8.6625,1,1,0,0,0.0,4,2
33.0,1,2,1,27.75,2,2,1,3,1.0,4,3
23.0,0,0,2,13.7917,2,2,1,0,0.0,4,2
22.0,0,0,1,9.8375,1,2,0,0,0.0,4,2
29.69911764705882,0,0,1,52.0,3,1,0,0,0.0,4,4
34.0,1,0,1,21.0,2,1,0,1,1.0,4,3
29.0,1,0,1,7.0458,1,1,0,1,1.0,4,1
22.0,0,0,1,7.5208,1,1,0,0,0.0,4,1
2.0,0,1,1,12.2875,1,2,1,1,1.0,1,2
9.0,5,2,1,46.9,1,1,0,7,1.0,2,4
29.69911764705882,0,0,1,0.0,2,1,0,0,0.0,4,1
50.0,0,0,1,8.05,1,1,0,0,0.0,5,2
63.0,0,0,1,9.5875,1,2,1,0,0.0,5,2
25.0,1,0,2,91.0792,3,1,1,1,1.0,4,4
29.69911764705882,3,1,1,25.4667,1,2,0,4,1.0,4,3
35.0,1,0,1,90.0,3,2,1,1,1.0,4,4
58.0,0,0,2,29.7,3,1,0,0,0.0,5,3
30.0,0,0,1,8.05,1,1,0,0,0.0,4,2
9.0,1,1,1,15.9,1,1,1,2,1.0,2,3
29.69911764705882,1,0,1,19.9667,1,1,0,1,1.0,4,3
21.0,0,0,1,7.25,1,1,0,0,0.0,4,1
55.0,0,0,1,30.5,3,1,0,0,0.0,5,3
71.0,0,0,2,49.5042,3,1,0,0,0.0,6,4
21.0,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,2,14.4583,1,1,0,0,0.0,4,2
54.0,1,0,2,78.2667,3,2,1,1,1.0,5,4
29.69911764705882,0,0,1,15.1,1,1,0,0,0.0,4,3
25.0,1,2,1,151.55,3,2,0,3,1.0,4,4
24.0,0,0,1,7.7958,1,1,0,0,0.0,4,1
17.0,0,0,1,8.6625,1,1,0,0,0.0,3,2
21.0,0,0,3,7.75,1,2,0,0,0.0,4,1
29.69911764705882,0,0,3,7.6292,1,2,0,0,0.0,4,1
37.0,0,0,1,9.5875,1,2,0,0,0.0,4,2
16.0,0,0,1,86.5,3,2,1,0,0.0,3,4
18.0,1,0,2,108.9,3,1,0,1,1.0,4,4
33.0,0,2,1,26.0,2,2,1,2,1.0,4,3
29.69911764705882,0,0,1,26.55,3,1,1,0,0.0,4,3
28.0,0,0,1,22.525,1,1,0,0,0.0,4,3
26.0,0,0,1,56.4958,1,1,1,0,0.0,4,4
29.0,0,0,3,7.75,1,1,1,0,0.0,4,1
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
36.0,0,0,1,26.2875,3,1,1,0,0.0,4,3
54.0,1,0,2,59.4,3,2,1,1,1.0,5,4
24.0,0,0,1,7.4958,1,1,0,0,0.0,4,1
47.0,0,0,1,34.0208,3,1,0,0,0.0,5,4
34.0,0,0,1,10.5,2,2,1,0,0.0,4,2
29.69911764705882,0,0,3,24.15,1,1,0,0,0.0,4,3
36.0,1,0,1,26.0,2,2,1,1,1.0,4,3
32.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
30.0,0,0,1,93.5,3,2,1,0,0.0,4,4
22.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,2,7.225,1,1,0,0,0.0,4,1
44.0,0,1,2,57.9792,3,2,1,1,1.0,5,4
29.69911764705882,0,0,2,7.2292,1,1,0,0,0.0,4,1
40.5,0,0,3,7.75,1,1,0,0,0.0,5,1
50.0,0,0,1,10.5,2,2,1,0,0.0,5,2
29.69911764705882,0,0,1,221.7792,3,1,0,0,0.0,4,4
39.0,0,0,1,7.925,1,1,0,0,0.0,4,1
23.0,2,1,1,11.5,2,1,0,3,1.0,4,2
2.0,1,1,1,26.0,2,2,1,2,1.0,1,3
29.69911764705882,0,0,2,7.2292,1,1,0,0,0.0,4,1
17.0,1,1,2,7.2292,1,1,0,2,1.0,3,1
29.69911764705882,0,2,2,22.3583,1,2,1,2,1.0,4,3
30.0,0,0,1,8.6625,1,2,0,0,0.0,4,2
7.0,0,2,1,26.25,2,2,1,2,1.0,2,3
45.0,0,0,1,26.55,3,1,0,0,0.0,5,3
30.0,0,0,2,106.425,3,2,1,0,0.0,4,4
29.69911764705882,0,0,1,14.5,1,1,0,0,0.0,4,2
22.0,0,2,2,49.5,3,2,1,2,1.0,4,4
36.0,0,2,1,71.0,3,2,1,2,1.0,4,4
9.0,4,2,1,31.275,1,2,0,6,1.0,2,4
11.0,4,2,1,31.275,1,2,0,6,1.0,2,4
32.0,1,0,1,26.0,2,1,1,1,1.0,4,3
50.0,1,0,2,106.425,3,1,0,1,1.0,5,4
64.0,0,0,1,26.0,3,1,0,0,0.0,5,3
19.0,1,0,1,26.0,2,2,1,1,1.0,4,3
29.69911764705882,0,0,2,13.8625,2,1,1,0,0.0,4,2
33.0,1,1,1,20.525,1,1,0,2,1.0,4,3
8.0,1,1,1,36.75,2,1,1,2,1.0,2,4
17.0,0,2,2,110.8833,3,1,1,2,1.0,3,4
27.0,0,0,1,26.0,2,1,0,0,0.0,4,3
29.69911764705882,0,0,3,7.8292,1,1,0,0,0.0,4,1
22.0,0,0,2,7.225,1,1,1,0,0.0,4,1
22.0,0,0,1,7.775,1,2,1,0,0.0,4,1
62.0,0,0,1,26.55,3,1,0,0,0.0,5,3
48.0,1,0,2,39.6,3,2,1,1,1.0,5,4
29.69911764705882,0,0,2,227.525,3,1,0,0,0.0,4,4
39.0,1,1,1,79.65,3,2,1,2,1.0,4,4
36.0,1,0,1,17.4,1,2,1,1,1.0,4,3
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
40.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
28.0,0,0,1,13.5,2,1,0,0,0.0,4,2
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,1,8.05,1,2,0,0,0.0,4,2
24.0,2,0,1,24.15,1,1,0,2,1.0,4,3
19.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.0,0,4,1,21.075,1,2,0,4,1.0,4,3
29.69911764705882,0,0,2,7.2292,1,1,0,0,0.0,4,1
32.0,0,0,1,7.8542,1,1,1,0,0.0,4,1
62.0,0,0,1,10.5,2,1,1,0,0.0,5,2
53.0,2,0,1,51.4792,3,2,1,2,1.0,5,4
36.0,0,0,1,26.3875,3,1,1,0,0.0,4,3
29.69911764705882,0,0,3,7.75,1,2,1,0,0.0,4,1
16.0,0,0,1,8.05,1,1,0,0,0.0,3,2
19.0,0,0,1,14.5,1,1,0,0,0.0,4,2
34.0,0,0,1,13.0,2,2,1,0,0.0,4,2
39.0,1,0,1,55.9,3,2,1,1,1.0,4,4
29.69911764705882,1,0,2,14.4583,1,2,0,1,1.0,4,2
32.0,0,0,1,7.925,1,1,1,0,0.0,4,1
25.0,1,1,1,30.0,2,2,1,2,1.0,4,3
39.0,1,1,2,110.8833,3,2,1,2,1.0,4,4
54.0,0,0,1,26.0,2,1,0,0,0.0,5,3
36.0,0,0,2,40.125,3,1,0,0,0.0,4,4
29.69911764705882,0,0,2,8.7125,1,1,0,0,0.0,4,2
18.0,0,2,1,79.65,3,2,1,2,1.0,4,4
47.0,0,0,1,15.0,2,1,0,0,0.0,5,2
60.0,1,1,2,79.2,3,1,1,2,1.0,5,4
22.0,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
35.0,0,0,1,7.125,1,1,0,0,0.0,4,1
52.0,1,0,2,78.2667,3,2,1,1,1.0,5,4
47.0,0,0,1,7.25,1,1,0,0,0.0,5,1
29.69911764705882,0,2,3,7.75,1,2,0,2,1.0,4,1
37.0,1,0,1,26.0,2,1,0,1,1.0,4,3
36.0,1,1,1,24.15,1,1,0,2,1.0,4,3
29.69911764705882,0,0,1,33.0,2,2,1,0,0.0,4,4
49.0,0,0,1,0.0,1,1,0,0,0.0,5,1
29.69911764705882,0,0,2,7.225,1,1,0,0,0.0,4,1
49.0,1,0,2,56.9292,3,1,1,1,1.0,5,4
24.0,2,1,1,27.0,2,2,1,3,1.0,4,3
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,42.4,3,1,0,0,0.0,4,4
44.0,0,0,1,8.05,1,1,0,0,0.0,5,2
35.0,0,0,2,26.55,3,1,1,0,0.0,4,3
36.0,1,0,1,15.55,1,1,0,1,1.0,4,3
30.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
27.0,0,0,1,30.5,3,1,1,0,0.0,4,3
22.0,1,2,2,41.5792,2,2,1,3,1.0,4,4
40.0,0,0,1,153.4625,3,2,1,0,0.0,4,4
39.0,1,5,1,31.275,1,2,0,6,1.0,4,4
29.69911764705882,0,0,1,7.05,1,1,0,0,0.0,4,1
29.69911764705882,1,0,3,15.5,1,2,1,1,1.0,4,3
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
35.0,0,0,1,8.05,1,1,0,0,0.0,4,2
24.0,1,2,1,65.0,2,2,1,3,1.0,4,4
34.0,1,1,1,14.4,1,1,0,2,1.0,4,2
26.0,1,0,1,16.1,1,2,0,1,1.0,4,3
4.0,2,1,1,39.0,2,2,1,3,1.0,2,4
26.0,0,0,1,10.5,2,1,0,0,0.0,4,2
27.0,1,0,2,14.4542,1,1,0,1,1.0,4,2
42.0,1,0,1,52.5542,3,1,1,1,1.0,5,4
20.0,1,1,2,15.7417,1,1,1,2,1.0,4,3
21.0,0,0,1,7.8542,1,1,0,0,0.0,4,1
21.0,0,0,1,16.1,1,1,0,0,0.0,4,3
61.0,0,0,1,32.3208,3,1,0,0,0.0,5,4
57.0,0,0,3,12.35,2,1,0,0,0.0,5,2
21.0,0,0,1,77.9583,3,2,1,0,0.0,4,4
26.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,3,7.7333,1,1,0,0,0.0,4,1
80.0,0,0,1,30.0,3,1,1,0,0.0,6,3
51.0,0,0,1,7.0542,1,1,0,0,0.0,5,1
32.0,0,0,2,30.5,3,1,1,0,0.0,4,3
29.69911764705882,0,0,1,0.0,3,1,0,0,0.0,4,1
9.0,3,2,1,27.9,1,2,0,5,1.0,2,3
28.0,0,0,1,13.0,2,2,1,0,0.0,4,2
32.0,0,0,1,7.925,1,1,0,0,0.0,4,1
31.0,1,1,1,26.25,2,1,0,2,1.0,4,3
41.0,0,5,1,39.6875,1,2,0,5,1.0,5,4
29.69911764705882,1,0,1,16.1,1,1,0,1,1.0,4,3
20.0,0,0,1,7.8542,1,1,0,0,0.0,4,1
24.0,0,0,2,69.3,3,2,1,0,0.0,4,4
2.0,3,2,1,27.9,1,2,0,5,1.0,1,3
29.69911764705882,0,0,1,56.4958,1,1,1,0,0.0,4,4
0.75,2,1,2,19.2583,1,2,1,3,1.0,1,3
48.0,1,0,2,76.7292,3,1,1,1,1.0,5,4
19.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
56.0,0,0,2,35.5,3,1,1,0,0.0,5,4
29.69911764705882,0,0,1,7.55,1,1,0,0,0.0,4,1
23.0,0,0,1,7.55,1,2,1,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
18.0,0,1,1,23.0,2,2,1,1,1.0,4,3
21.0,0,0,1,8.4333,1,1,0,0,0.0,4,2
29.69911764705882,0,0,3,7.8292,1,2,1,0,0.0,4,1
18.0,0,0,3,6.75,1,2,0,0,0.0,4,1
24.0,2,0,1,73.5,2,1,0,2,1.0,4,4
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
32.0,1,1,3,15.5,1,2,0,2,1.0,4,3
23.0,0,0,1,13.0,2,1,0,0,0.0,4,2
58.0,0,2,2,113.275,3,1,0,2,1.0,5,4
50.0,2,0,1,133.65,3,1,1,2,1.0,5,4
40.0,0,0,2,7.225,1,1,0,0,0.0,4,1
47.0,0,0,1,25.5875,3,1,0,0,0.0,5,3
36.0,0,0,1,7.4958,1,1,0,0,0.0,4,1
20.0,1,0,1,7.925,1,1,1,1,1.0,4,1
32.0,2,0,1,73.5,2,1,0,2,1.0,4,4
25.0,0,0,1,13.0,2,1,0,0,0.0,4,2
29.69911764705882,0,0,1,7.775,1,1,0,0,0.0,4,1
43.0,0,0,1,8.05,1,1,0,0,0.0,5,2
29.69911764705882,1,0,1,52.0,3,2,1,1,1.0,4,4
40.0,1,1,1,39.0,2,2,1,2,1.0,4,4
31.0,1,0,1,52.0,3,1,0,1,1.0,4,4
70.0,0,0,1,10.5,2,1,0,0,0.0,6,2
31.0,0,0,1,13.0,2,1,1,0,0.0,4,2
29.69911764705882,0,0,1,0.0,2,1,0,0,0.0,4,1
18.0,0,0,1,7.775,1,1,0,0,0.0,4,1
24.5,0,0,1,8.05,1,1,0,0,0.0,4,2
18.0,0,0,1,9.8417,1,2,1,0,0.0,4,2
43.0,1,6,1,46.9,1,2,0,7,1.0,5,4
36.0,0,1,2,512.3292,3,1,1,1,1.0,4,4
29.69911764705882,0,0,3,8.1375,1,2,0,0,0.0,4,2
27.0,0,0,2,76.7292,3,1,1,0,0.0,4,4
20.0,0,0,1,9.225,1,1,0,0,0.0,4,2
14.0,5,2,1,46.9,1,1,0,7,1.0,3,4
60.0,1,1,1,39.0,2,1,0,2,1.0,5,4
25.0,1,2,2,41.5792,2,1,0,3,1.0,4,4
14.0,4,1,1,39.6875,1,1,0,5,1.0,3,4
19.0,0,0,1,10.1708,1,1,0,0,0.0,4,2
18.0,0,0,1,7.7958,1,1,0,0,0.0,4,1
15.0,0,1,1,211.3375,3,2,1,1,1.0,3,4
31.0,1,0,1,57.0,3,1,1,1,1.0,4,4
4.0,0,1,2,13.4167,1,2,1,1,1.0,2,2
29.69911764705882,0,0,1,56.4958,1,1,1,0,0.0,4,4
25.0,0,0,2,7.225,1,1,0,0,0.0,4,1
60.0,0,0,1,26.55,3,1,0,0,0.0,5,3
52.0,0,0,1,13.5,2,1,0,0,0.0,5,2
44.0,0,0,1,8.05,1,1,0,0,0.0,5,2
29.69911764705882,0,0,3,7.7333,1,2,1,0,0.0,4,1
49.0,1,1,2,110.8833,3,1,0,2,1.0,5,4
42.0,0,0,1,7.65,1,1,0,0,0.0,5,1
18.0,1,0,2,227.525,3,2,1,1,1.0,4,4
35.0,0,0,1,26.2875,3,1,1,0,0.0,4,3
18.0,0,1,2,14.4542,1,2,0,1,1.0,4,2
25.0,0,0,3,7.7417,1,1,0,0,0.0,4,1
26.0,1,0,1,7.8542,1,1,0,1,1.0,4,1
39.0,0,0,1,26.0,2,1,0,0,0.0,4,3
45.0,0,0,1,13.5,2,2,1,0,0.0,5,2
42.0,0,0,1,26.2875,3,1,1,0,0.0,5,3
22.0,0,0,1,151.55,3,2,1,0,0.0,4,4
29.69911764705882,1,1,2,15.2458,1,1,1,2,1.0,4,3
24.0,0,0,2,49.5042,3,2,1,0,0.0,4,4
29.69911764705882,0,0,1,26.55,3,1,0,0,0.0,4,3
48.0,1,0,1,52.0,3,1,1,1,1.0,5,4
29.0,0,0,1,9.4833,1,1,0,0,0.0,4,2
52.0,0,0,1,13.0,2,1,0,0,0.0,5,2
19.0,0,0,1,7.65,1,1,0,0,0.0,4,1
38.0,0,0,2,227.525,3,2,1,0,0.0,4,4
27.0,0,0,1,10.5,2,2,1,0,0.0,4,2
29.69911764705882,0,0,3,15.5,1,1,0,0,0.0,4,3
33.0,0,0,1,7.775,1,1,0,0,0.0,4,1
6.0,0,1,1,33.0,2,2,1,1,1.0,2,4
17.0,1,0,1,7.0542,1,1,0,1,1.0,3,1
34.0,0,0,1,13.0,2,1,0,0,0.0,4,2
50.0,0,0,1,13.0,2,1,0,0,0.0,5,2
27.0,1,0,1,53.1,3,1,1,1,1.0,4,4
20.0,0,0,1,8.6625,1,1,0,0,0.0,4,2
30.0,3,0,1,21.0,2,2,1,3,1.0,4,3
29.69911764705882,0,0,3,7.7375,1,2,1,0,0.0,4,1
25.0,1,0,1,26.0,2,1,0,1,1.0,4,3
25.0,1,0,1,7.925,1,2,0,1,1.0,4,1
29.0,0,0,1,211.3375,3,2,1,0,0.0,4,4
11.0,0,0,2,18.7875,1,1,0,0,0.0,2,3
29.69911764705882,0,0,1,0.0,2,1,0,0,0.0,4,1
23.0,0,0,1,13.0,2,1,0,0,0.0,4,2
23.0,0,0,1,13.0,2,1,0,0,0.0,4,2
28.5,0,0,1,16.1,1,1,0,0,0.0,4,3
48.0,1,3,1,34.375,1,2,0,4,1.0,5,4
35.0,0,0,2,512.3292,3,1,1,0,0.0,4,4
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,30.0,3,1,1,0,0.0,4,3
36.0,1,0,1,78.85,3,1,0,1,1.0,4,4
21.0,2,2,2,262.375,3,2,1,4,1.0,4,4
24.0,1,0,1,16.1,1,1,0,1,1.0,4,3
31.0,0,0,1,7.925,1,1,1,0,0.0,4,1
70.0,1,1,1,71.0,3,1,0,2,1.0,6,4
16.0,1,1,1,20.25,1,1,0,2,1.0,3,3
30.0,0,0,1,13.0,2,2,1,0,0.0,4,2
19.0,1,0,1,53.1,3,1,0,1,1.0,4,4
31.0,0,0,3,7.75,1,1,0,0,0.0,4,1
4.0,1,1,1,23.0,2,2,1,2,1.0,2,3
6.0,0,1,1,12.475,1,1,1,1,1.0,2,2
33.0,0,0,1,9.5,1,1,0,0,0.0,4,2
23.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
48.0,1,2,1,65.0,2,2,1,3,1.0,5,4
0.67,1,1,1,14.5,2,1,1,2,1.0,1,2
28.0,0,0,1,7.7958,1,1,0,0,0.0,4,1
18.0,0,0,1,11.5,2,1,0,0,0.0,4,2
34.0,0,0,1,8.05,1,1,0,0,0.0,4,2
33.0,0,0,1,86.5,3,2,1,0,0.0,4,4
29.69911764705882,0,0,1,14.5,1,1,0,0,0.0,4,2
41.0,0,0,1,7.125,1,1,0,0,0.0,5,1
20.0,0,0,2,7.2292,1,1,1,0,0.0,4,1
36.0,1,2,1,120.0,3,2,1,3,1.0,4,4
16.0,0,0,1,7.775,1,1,0,0,0.0,3,1
51.0,1,0,1,77.9583,3,2,1,1,1.0,5,4
29.69911764705882,0,0,2,39.6,3,1,0,0,0.0,4,4
30.5,0,0,3,7.75,1,2,0,0,0.0,4,1
29.69911764705882,1,0,3,24.15,1,1,0,1,1.0,4,3
32.0,0,0,1,8.3625,1,1,0,0,0.0,4,2
24.0,0,0,1,9.5,1,1,0,0,0.0,4,2
48.0,0,0,1,7.8542,1,1,0,0,0.0,5,1
57.0,0,0,1,10.5,2,2,0,0,0.0,5,2
29.69911764705882,0,0,2,7.225,1,1,0,0,0.0,4,1
54.0,1,3,1,23.0,2,2,1,4,1.0,5,3
18.0,0,0,1,7.75,1,1,0,0,0.0,4,1
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
5.0,0,0,1,12.475,1,2,1,0,0.0,2,2
29.69911764705882,0,0,3,7.7375,1,1,0,0,0.0,4,1
43.0,0,1,1,211.3375,3,2,1,1,1.0,5,4
13.0,0,0,2,7.2292,1,2,1,0,0.0,3,1
17.0,1,0,1,57.0,3,2,1,1,1.0,3,4
29.0,0,0,1,30.0,3,1,0,0,0.0,4,3
29.69911764705882,1,2,1,23.45,1,1,0,3,1.0,4,3
25.0,0,0,1,7.05,1,1,0,0,0.0,4,1
25.0,0,0,1,7.25,1,1,0,0,0.0,4,1
18.0,0,0,1,7.4958,1,2,1,0,0.0,4,1
8.0,4,1,3,29.125,1,1,0,5,1.0,2,3
1.0,1,2,1,20.575,1,1,1,3,1.0,1,3
46.0,0,0,2,79.2,3,1,0,0,0.0,5,4
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
16.0,0,0,1,26.0,2,1,0,0,0.0,3,3
29.69911764705882,8,2,1,69.55,1,2,0,10,1.0,4,4
29.69911764705882,0,0,2,30.6958,3,1,0,0,0.0,4,3
25.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
39.0,0,0,1,13.0,2,1,0,0,0.0,4,2
49.0,0,0,1,25.9292,3,2,1,0,0.0,5,3
31.0,0,0,1,8.6833,1,2,1,0,0.0,4,2
30.0,0,0,2,7.2292,1,1,0,0,0.0,4,1
30.0,1,1,1,24.15,1,2,0,2,1.0,4,3
34.0,0,0,1,13.0,2,1,0,0,0.0,4,2
31.0,1,1,1,26.25,2,2,1,2,1.0,4,3
11.0,1,2,1,120.0,3,1,1,3,1.0,2,4
0.42,0,1,2,8.5167,1,1,1,1,1.0,1,2
27.0,0,0,1,6.975,1,1,1,0,0.0,4,1
31.0,0,0,1,7.775,1,1,0,0,0.0,4,1
39.0,0,0,1,0.0,3,1,0,0,0.0,4,1
18.0,0,0,1,7.775,1,2,0,0,0.0,4,1
39.0,0,0,1,13.0,2,1,0,0,0.0,4,2
33.0,1,0,1,53.1,3,2,1,1,1.0,4,4
26.0,0,0,1,7.8875,1,1,0,0,0.0,4,1
39.0,0,0,1,24.15,1,1,0,0,0.0,4,3
35.0,0,0,1,10.5,2,1,0,0,0.0,4,2
6.0,4,2,1,31.275,1,2,0,6,1.0,2,4
30.5,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,1,0.0,3,1,0,0,0.0,4,1
23.0,0,0,1,7.925,1,2,0,0,0.0,4,1
31.0,1,1,2,37.0042,2,1,0,2,1.0,4,4
43.0,0,0,1,6.45,1,1,0,0,0.0,5,1
10.0,3,2,1,27.9,1,1,0,5,1.0,2,3
52.0,1,1,1,93.5,3,2,1,2,1.0,5,4
27.0,0,0,1,8.6625,1,1,1,0,0.0,4,2
38.0,0,0,1,0.0,3,1,0,0,0.0,4,1
27.0,0,1,1,12.475,1,2,1,1,1.0,4,2
2.0,4,1,1,39.6875,1,1,0,5,1.0,1,4
29.69911764705882,0,0,3,6.95,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,56.4958,1,1,0,0,0.0,4,4
1.0,0,2,2,37.0042,2,1,1,2,1.0,1,4
29.69911764705882,0,0,3,7.75,1,1,1,0,0.0,4,1
62.0,0,0,1,80.0,3,2,1,0,0.0,5,4
15.0,1,0,2,14.4542,1,2,1,1,1.0,3,2
0.83,1,1,1,18.75,2,1,1,2,1.0,1,3
29.69911764705882,0,0,2,7.2292,1,1,0,0,0.0,4,1
23.0,0,0,1,7.8542,1,1,0,0,0.0,4,1
18.0,0,0,1,8.3,1,1,0,0,0.0,4,2
39.0,1,1,2,83.1583,3,2,1,2,1.0,4,4
21.0,0,0,1,8.6625,1,1,0,0,0.0,4,2
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
32.0,0,0,1,56.4958,1,1,1,0,0.0,4,4
29.69911764705882,0,0,2,29.7,3,1,1,0,0.0,4,3
20.0,0,0,1,7.925,1,1,0,0,0.0,4,1
16.0,0,0,1,10.5,2,1,0,0,0.0,3,2
30.0,0,0,2,31.0,3,2,1,0,0.0,4,3
34.5,0,0,2,6.4375,1,1,0,0,0.0,4,1
17.0,0,0,1,8.6625,1,1,0,0,0.0,3,2
42.0,0,0,1,7.55,1,1,0,0,0.0,5,1
29.69911764705882,8,2,1,69.55,1,1,0,10,1.0,4,4
35.0,0,0,2,7.8958,1,1,0,0,0.0,4,1
28.0,0,1,1,33.0,2,1,0,1,1.0,4,4
29.69911764705882,1,0,2,89.1042,3,2,1,1,1.0,4,4
4.0,4,2,1,31.275,1,1,0,6,1.0,2,4
74.0,0,0,1,7.775,1,1,0,0,0.0,6,1
9.0,1,1,2,15.2458,1,2,0,2,1.0,2,3
16.0,0,1,1,39.4,3,2,1,1,1.0,3,4
44.0,1,0,1,26.0,2,2,0,1,1.0,5,3
18.0,0,1,1,9.35,1,2,1,1,1.0,4,2
45.0,1,1,1,164.8667,3,2,1,2,1.0,5,4
51.0,0,0,1,26.55,3,1,1,0,0.0,5,3
24.0,0,3,2,19.2583,1,2,1,3,1.0,4,3
29.69911764705882,0,0,2,7.2292,1,1,0,0,0.0,4,1
41.0,2,0,1,14.1083,1,1,0,2,1.0,5,2
21.0,1,0,1,11.5,2,1,0,1,1.0,4,2
48.0,0,0,1,25.9292,3,2,1,0,0.0,5,3
29.69911764705882,8,2,1,69.55,1,2,0,10,1.0,4,4
24.0,0,0,1,13.0,2,1,0,0,0.0,4,2
42.0,0,0,1,13.0,2,2,1,0,0.0,5,2
27.0,1,0,2,13.8583,2,2,1,1,1.0,4,2
31.0,0,0,1,50.4958,3,1,0,0,0.0,4,4
29.69911764705882,0,0,1,9.5,1,1,0,0,0.0,4,2
4.0,1,1,1,11.1333,1,1,1,2,1.0,2,2
26.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
47.0,1,1,1,52.5542,3,2,1,2,1.0,5,4
33.0,0,0,1,5.0,3,1,0,0,0.0,4,1
47.0,0,0,1,9.0,1,1,0,0,0.0,5,2
28.0,1,0,2,24.0,2,2,1,1,1.0,4,3
15.0,0,0,2,7.225,1,2,1,0,0.0,3,1
20.0,0,0,1,9.8458,1,1,0,0,0.0,4,2
19.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
56.0,0,1,2,83.1583,3,2,1,1,1.0,5,4
25.0,0,1,1,26.0,2,2,1,1,1.0,4,3
33.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
22.0,0,0,1,10.5167,1,2,0,0,0.0,4,2
28.0,0,0,1,10.5,2,1,0,0,0.0,4,2
25.0,0,0,1,7.05,1,1,0,0,0.0,4,1
39.0,0,5,3,29.125,1,2,0,5,1.0,4,3
27.0,0,0,1,13.0,2,1,0,0,0.0,4,2
19.0,0,0,1,30.0,3,2,1,0,0.0,4,3
29.69911764705882,1,2,1,23.45,1,2,0,3,1.0,4,3
26.0,0,0,2,30.0,3,1,1,0,0.0,4,3
32.0,0,0,3,7.75,1,1,0,0,0.0,4,1
